directorship_id,person_id,cin,appointment_date
DIR00582,PER00908,CIN00170,2021-07-12
DIR00583,PER00822,CIN00170,2022-12-16
DIR00584,PER00780,CIN00171,2023-05-18
DIR00585,PER00965,CIN00171,2022-03-28
DIR00586,PER00801,CIN00172,2024-11-22
DIR00587,PER00915,CIN00172,2022-07-09
DIR00588,PER00259,CIN00172,2024-08-20
DIR00589,PER00634,CIN00172,2023-08-09
DIR00590,PER00634,CIN00173,2024-12-06
DIR00591,PER00676,CIN00173,2021-05-16
DIR00592,PER00533,CIN00173,2024-11-22
DIR00593,PER00416,CIN00173,2024-04-13
DIR00594,PER00002,CIN00173,2023-03-08
DIR00595,PER00898,CIN00174,2022-11-03
DIR00596,PER00876,CIN00174,2021-07-16
DIR00597,PER00503,CIN00174,2023-12-04
DIR00598,PER00715,CIN00174,2023-11-29
DIR00599,PER00705,CIN00174,2022-06-25
DIR00600,PER00878,CIN00175,2024-08-12
DIR00601,PER00657,CIN00175,2023-07-17
DIR00602,PER00395,CIN00175,2025-07-10
DIR00603,PER00583,CIN00175,2025-07-28
DIR00604,PER00285,CIN00176,2023-05-28
DIR00605,PER00613,CIN00176,2021-03-19
DIR00606,PER00414,CIN00176,2024-07-28
DIR00607,PER00029,CIN00176,2024-06-11
DIR00608,PER00831,CIN00177,2022-07-15
DIR00609,PER00272,CIN00177,2025-08-18
DIR00610,PER00227,CIN00177,2022-09-21
DIR00611,PER00637,CIN00177,2021-04-12
DIR00612,PER00059,CIN00177,2023-05-14
DIR00613,PER00194,CIN00178,2021-12-07
DIR00614,PER00871,CIN00178,2021-05-09
DIR00615,PER00071,CIN00178,2021-05-29
DIR00616,PER00672,CIN00178,2021-10-06
DIR00617,PER00701,CIN00178,2021-09-12
DIR00618,PER00921,CIN00179,2021-05-12
DIR00619,PER00908,CIN00179,2022-01-20
DIR00620,PER00915,CIN00179,2024-04-19
DIR00621,PER00069,CIN00179,2024-11-26
DIR00622,PER00822,CIN00180,2024-09-02
DIR00623,PER00814,CIN00180,2022-05-13
DIR00624,PER00964,CIN00180,2023-05-05
DIR00625,PER00420,CIN00181,2022-12-21
DIR00626,PER00590,CIN00181,2025-01-09
DIR00627,PER00073,CIN00181,2023-06-30
DIR00628,PER00365,CIN00181,2024-07-24
DIR00629,PER00394,CIN00182,2022-12-23
DIR00630,PER00062,CIN00182,2022-08-21
DIR00631,PER00519,CIN00183,2025-12-04
DIR00632,PER00601,CIN00183,2024-02-02
DIR00633,PER00915,CIN00183,2025-07-13
DIR00634,PER00195,CIN00183,2023-05-27
DIR00635,PER00257,CIN00183,2025-07-26
DIR00636,PER00393,CIN00184,2021-03-28
DIR00637,PER00077,CIN00184,2024-07-01
DIR00638,PER00349,CIN00184,2023-01-01
DIR00639,PER00890,CIN00185,2024-01-26
DIR00640,PER00244,CIN00185,2025-02-10
DIR00641,PER00024,CIN00185,2025-01-29
DIR00642,PER00994,CIN00185,2025-04-17
DIR00643,PER00151,CIN00186,2023-09-24
DIR00644,PER00216,CIN00186,2021-06-08
DIR00645,PER00656,CIN00186,2022-04-01
DIR00646,PER00827,CIN00186,2025-06-12
DIR00647,PER00428,CIN00187,2024-03-12
DIR00648,PER00903,CIN00187,2023-11-13
DIR00649,PER00862,CIN00188,2022-09-20
DIR00650,PER00872,CIN00188,2021-02-12
DIR00651,PER00583,CIN00189,2024-11-17
DIR00652,PER00152,CIN00189,2026-01-22
DIR00653,PER00450,CIN00190,2024-10-15
DIR00654,PER00792,CIN00190,2025-08-15
DIR00655,PER00819,CIN00190,2023-02-15
DIR00656,PER00210,CIN00190,2025-02-24
DIR00657,PER00469,CIN00190,2021-10-14
DIR00658,PER00935,CIN00191,2024-05-30
DIR00659,PER00808,CIN00191,2024-11-27
DIR00660,PER00336,CIN00191,2024-09-21
DIR00661,PER00365,CIN00191,2021-11-06
DIR00662,PER00054,CIN00192,2023-05-10
DIR00663,PER00416,CIN00192,2023-12-29
DIR00664,PER00059,CIN00193,2023-10-25
DIR00665,PER00597,CIN00193,2022-05-24
DIR00666,PER00185,CIN00194,2021-07-09
DIR00667,PER00585,CIN00194,2023-01-19
DIR00668,PER00588,CIN00194,2024-10-07
DIR00669,PER00064,CIN00194,2024-04-21
DIR00670,PER00195,CIN00195,2021-04-09
DIR00671,PER00454,CIN00195,2022-11-30
DIR00672,PER00244,CIN00195,2023-11-07
DIR00673,PER00950,CIN00196,2021-11-23
DIR00674,PER00549,CIN00196,2022-04-17
DIR00675,PER00257,CIN00196,2022-12-12
DIR00676,PER00779,CIN00196,2024-01-28
DIR00677,PER00823,CIN00197,2024-10-08
DIR00678,PER00842,CIN00197,2025-07-27
DIR00679,PER00054,CIN00197,2021-02-05
DIR00680,PER00892,CIN00197,2025-11-06
DIR00681,PER00543,CIN00198,2021-08-16
DIR00682,PER00745,CIN00198,2022-02-10
DIR00683,PER00800,CIN00198,2023-01-09
DIR00684,PER00687,CIN00199,2023-02-07
DIR00685,PER00078,CIN00199,2024-03-20
DIR00686,PER00071,CIN00199,2023-09-03
DIR00687,PER00382,CIN00199,2021-08-01
DIR00688,PER00959,CIN00199,2022-12-17
DIR00689,PER00715,CIN00200,2025-05-09
DIR00690,PER00130,CIN00200,2023-08-17
DIR00691,PER00596,CIN00200,2022-10-02
DIR00692,PER00290,CIN00200,2024-10-04
