directorship_id,person_id,cin,appointment_date
DIR00582,PER00383,CIN00168,2022-03-21
DIR00583,PER00428,CIN00168,2022-01-02
DIR00584,PER00368,CIN00169,2020-10-24
DIR00585,PER00574,CIN00169,2020-09-26
DIR00586,PER00403,CIN00169,2023-01-14
DIR00587,PER00494,CIN00169,2023-12-22
DIR00588,PER00402,CIN00170,2021-09-08
DIR00589,PER00146,CIN00170,2025-08-04
DIR00590,PER00099,CIN00170,2024-12-08
DIR00591,PER00598,CIN00170,2022-08-07
DIR00592,PER00870,CIN00171,2022-07-17
DIR00593,PER00225,CIN00171,2023-05-13
DIR00594,PER00575,CIN00171,2021-09-28
DIR00595,PER00133,CIN00171,2023-10-29
DIR00596,PER00892,CIN00172,2024-09-25
DIR00597,PER00289,CIN00172,2022-04-13
DIR00598,PER00018,CIN00172,2024-02-10
DIR00599,PER00423,CIN00173,2022-12-29
DIR00600,PER00959,CIN00173,2020-10-23
DIR00601,PER00747,CIN00174,2024-03-13
DIR00602,PER00948,CIN00174,2024-06-05
DIR00603,PER00644,CIN00175,2024-10-13
DIR00604,PER00167,CIN00175,2023-06-19
DIR00605,PER00413,CIN00176,2023-12-04
DIR00606,PER00753,CIN00176,2023-05-11
DIR00607,PER00263,CIN00176,2023-03-18
DIR00608,PER00266,CIN00176,2021-10-31
DIR00609,PER00993,CIN00176,2022-08-20
DIR00610,PER00667,CIN00177,2024-10-17
DIR00611,PER00643,CIN00177,2021-02-05
DIR00612,PER00289,CIN00178,2022-07-23
DIR00613,PER00734,CIN00178,2021-11-07
DIR00614,PER00472,CIN00179,2024-02-17
DIR00615,PER00772,CIN00179,2022-01-14
DIR00616,PER00598,CIN00180,2023-07-11
DIR00617,PER00941,CIN00180,2022-07-07
DIR00618,PER00018,CIN00181,2020-09-10
DIR00619,PER00358,CIN00181,2025-05-05
DIR00620,PER00931,CIN00182,2021-03-22
DIR00621,PER00250,CIN00182,2023-04-20
DIR00622,PER00330,CIN00182,2021-06-26
DIR00623,PER00669,CIN00182,2022-06-21
DIR00624,PER00209,CIN00182,2021-08-13
DIR00625,PER00004,CIN00183,2023-11-15
DIR00626,PER00018,CIN00183,2024-09-20
DIR00627,PER00048,CIN00183,2024-10-27
DIR00628,PER00139,CIN00183,2025-08-09
DIR00629,PER00130,CIN00184,2024-03-22
DIR00630,PER00140,CIN00184,2022-08-03
DIR00631,PER00420,CIN00184,2024-09-29
DIR00632,PER00516,CIN00185,2023-03-02
DIR00633,PER00381,CIN00185,2023-02-27
DIR00634,PER00020,CIN00186,2021-05-08
DIR00635,PER00402,CIN00186,2023-10-17
DIR00636,PER00402,CIN00187,2025-03-14
DIR00637,PER00388,CIN00187,2022-03-02
DIR00638,PER00660,CIN00187,2022-06-23
DIR00639,PER00459,CIN00187,2022-05-07
DIR00640,PER00750,CIN00188,2021-09-06
DIR00641,PER00393,CIN00188,2022-05-30
DIR00642,PER00327,CIN00188,2023-12-15
DIR00643,PER00125,CIN00188,2024-12-22
DIR00644,PER00355,CIN00189,2022-12-26
DIR00645,PER00250,CIN00189,2023-01-22
DIR00646,PER00804,CIN00189,2021-07-30
DIR00647,PER00378,CIN00189,2024-09-06
DIR00648,PER00745,CIN00190,2024-01-18
DIR00649,PER00436,CIN00190,2024-07-07
DIR00650,PER00403,CIN00190,2024-10-27
DIR00651,PER00132,CIN00191,2021-05-14
DIR00652,PER00826,CIN00191,2021-04-25
DIR00653,PER00609,CIN00191,2025-01-28
DIR00654,PER00114,CIN00191,2023-06-18
DIR00655,PER00388,CIN00192,2025-04-23
DIR00656,PER00424,CIN00192,2024-10-08
DIR00657,PER00436,CIN00192,2025-01-07
DIR00658,PER00565,CIN00192,2023-04-13
DIR00659,PER00729,CIN00192,2024-08-10
DIR00660,PER00593,CIN00193,2021-11-20
DIR00661,PER00185,CIN00193,2025-03-15
DIR00662,PER00343,CIN00193,2021-11-15
DIR00663,PER00380,CIN00193,2020-10-12
DIR00664,PER00812,CIN00193,2024-08-05
DIR00665,PER00684,CIN00194,2025-06-01
DIR00666,PER00079,CIN00194,2023-10-04
DIR00667,PER00467,CIN00194,2020-12-27
DIR00668,PER00377,CIN00194,2025-04-14
DIR00669,PER00274,CIN00194,2023-01-12
DIR00670,PER00754,CIN00195,2024-03-29
DIR00671,PER00005,CIN00195,2021-09-11
DIR00672,PER00626,CIN00195,2021-04-13
DIR00673,PER00799,CIN00196,2024-10-26
DIR00674,PER00370,CIN00196,2022-01-02
DIR00675,PER00700,CIN00196,2021-05-25
DIR00676,PER00037,CIN00196,2023-08-08
DIR00677,PER00944,CIN00197,2024-11-12
DIR00678,PER00159,CIN00197,2025-08-07
DIR00679,PER00818,CIN00197,2022-06-26
DIR00680,PER00654,CIN00197,2025-01-18
DIR00681,PER00493,CIN00198,2024-06-19
DIR00682,PER00474,CIN00198,2022-05-18
DIR00683,PER00959,CIN00198,2021-04-14
DIR00684,PER00301,CIN00198,2021-12-07
DIR00685,PER00366,CIN00198,2023-08-20
DIR00686,PER00905,CIN00199,2020-12-27
DIR00687,PER00152,CIN00199,2024-10-17
DIR00688,PER00436,CIN00199,2023-02-25
DIR00689,PER00382,CIN00199,2022-04-09
DIR00690,PER00648,CIN00200,2025-05-22
DIR00691,PER00584,CIN00200,2021-10-07
DIR00692,PER00985,CIN00200,2024-01-05
